project_name,file_name,file_size,file_downloads
Ra-01SH 900MHz AI-Thinker LoRa adapter board,Ra-01SH_915MHz_shield_v001-NPTH.drl,333 B,186
Ra-01SH 900MHz AI-Thinker LoRa adapter board,Ra-01SH_915MHz_shield_v001-PTH.drl,723 B,228
Ra-01SH 900MHz AI-Thinker LoRa adapter board,Ra-01SH_915MHz_shield_v001-job.gbrjob,2.71 kB,216
Ra-01SH 900MHz AI-Thinker LoRa adapter board,schematic_v001.pdf,21.36 kB,287
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-B_Cu.gbr,17.52 kB,172
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-B_Mask.gbr,1 kB,163
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-B_Paste.gbr,521 B,148
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-B_Silkscreen.gbr,42.39 kB,155
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-Edge_Cuts.gbr,751 B,171
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-F_Cu.gbr,8.5 kB,148
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-F_Mask.gbr,2.75 kB,153
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-F_Paste.gbr,2.25 kB,169
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-F_Silkscreen.gbr,10.28 kB,155
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-NPTH.drl,333 B,203
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-PTH.drl,738 B,186
DRF1262T/G 900Mhz LoRa adapter board,DRF1262T_Shield_v001-job.gbrjob,2.65 kB,209
DRF1262T/G 900Mhz LoRa adapter board,schematic_v001.pdf,22.68 kB,131
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-B_Cu.gbr,32.82 kB,188
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-B_Mask.gbr,1000 B,160
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-B_Paste.gbr,535 B,178
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-B_Silkscreen.gbr,44.66 kB,153
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-Edge_Cuts.gbr,765 B,164
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-F_Cu.gbr,9.5 kB,158
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-F_Mask.gbr,2.61 kB,173
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-F_Paste.gbr,2.15 kB,163
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-F_Silkscreen.gbr,7.12 kB,177
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-NPTH.drl,333 B,189
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-PTH.drl,769 B,210
E28-2G4M27S adapter for v2.0 atmega328p test platform,Ebyte_E28-2G4M27S_2_4GHz_LoRa_v001-job.gbrjob,2.79 kB,176
E28-2G4M27S adapter for v2.0 atmega328p test platform,schematic.pdf,23.44 kB,150
E28-2G4M27S adapter for v2.0 atmega328p test platform,KiCAD_project_v001.rar,82.49 kB,71
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-B_Cu.gbr,13.25 kB,216
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-B_Mask.gbr,2.8 kB,233
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-B_Paste.gbr,1.39 kB,201
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-B_Silkscreen.gbr,6.19 kB,185
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-Edge_Cuts.gbr,761 B,188
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-F_Cu.gbr,14.32 kB,222
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-F_Mask.gbr,3.84 kB,221
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-F_Paste.gbr,2.43 kB,179
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-F_Silkscreen.gbr,41.04 kB,205
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-NPTH.drl,333 B,1505
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-PTH.drl,1.45 kB,215
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003-job.gbrjob,2.77 kB,242
Version 3.0 atmega328p test platform,schematic_v003.pdf,58.27 kB,197
Version 3.0 atmega328p test platform,Barbones_2xAA_Arduino_v003.rar,116.16 kB,85
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-B_Cu.gbr,24.18 kB,172
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-B_Mask.gbr,5.64 kB,176
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-B_Paste.gbr,739 B,159
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-B_Silkscreen.gbr,6.72 kB,159
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-Edge_Cuts.gbr,1.55 kB,146
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-F_Cu.gbr,31.73 kB,136
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-F_Mask.gbr,7.68 kB,159
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-F_Paste.gbr,2.77 kB,175
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-F_Silkscreen.gbr,97 kB,147
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-NPTH.drl,285 B,1443
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-PTH.drl,3.57 kB,162
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Mega-job.gbrjob,2.63 kB,187
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Case_Back-2.stl,257.31 kB,190
MySensors TouchScreen Thermostat on Arduino Mega PRO,Thermostat_Case_Front-2.stl,6.08 MB,182
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-B_Cu.gbr,15.49 kB,210
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-B_Mask.gbr,1.01 kB,224
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-B_Paste.gbr,518 B,219
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-B_Silkscreen.gbr,8.59 kB,200
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-Edge_Cuts.gbr,748 B,227
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-F_Cu.gbr,7.47 kB,213
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-F_Mask.gbr,2.29 kB,218
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-F_Paste.gbr,1.79 kB,222
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-F_Silkscreen.gbr,26.23 kB,211
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-NPTH.drl,333 B,227
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-PTH.drl,566 B,243
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,LoRa_ E28-2G4M27S-job.gbrjob,2.62 kB,215
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,E28-2G4M27S_UserManual_EN_v1.2.pdf,1.01 MB,501
EBYTE E28-2G4M27S (SX-1280 chip) 2.4GHz LoRa Breakout Board,schematic of E28-27GM27S Breakout Board.pdf,28.04 kB,266
Yet Another WLED Controller,How-to-order-PCB.txt,79 B,313
Yet Another WLED Controller,Gerber_TopSolderMaskLayer.GTS,8.32 kB,241
Yet Another WLED Controller,Gerber_TopSilkLayer.GTO,67.18 kB,244
Yet Another WLED Controller,Gerber_Drill_NPTH.DRL,301 B,230
Yet Another WLED Controller,Gerber_BottomSolderMaskLayer.GBS,1.94 kB,216
Yet Another WLED Controller,Gerber_BottomSilkLayer.GBO,20.94 kB,255
Yet Another WLED Controller,Gerber_BottomLayer.GBL,50.11 kB,257
Yet Another WLED Controller,Gerber_BoardOutline.GKO,1019 B,247
Yet Another WLED Controller,Gerber_TopLayer.GTL,109.65 kB,250
Yet Another WLED Controller,Gerber_TopPasteMaskLayer.GTP,8.4 kB,259
Yet Another WLED Controller,Schematic_yet_another_wled_controller.pdf,78.61 kB,483
Yet Another WLED Controller,Gerber_Drill_PTH.DRL,4.08 kB,230
Reperter/Gateway USB Mysensors,RepeterMySensors.brd,129.92 kB,232
Reperter/Gateway USB Mysensors,RepeterMySensors.sch,501.96 kB,294
ESP fil pilote SMD version,Schema fil pilote CMS.pdf,40.4 kB,471
ESP fil pilote SMD version,Radiateur ESP-B.Cu.gbr,11.7 kB,222
ESP fil pilote SMD version,Radiateur ESP-B.Mask.gbr,36.34 kB,228
ESP fil pilote SMD version,Radiateur ESP-B.Paste.gbr,929 B,218
ESP fil pilote SMD version,Radiateur ESP-B.SilkS.gbr,23.4 kB,230
ESP fil pilote SMD version,Radiateur ESP-Edge.Cuts.gbr,1.13 kB,222
ESP fil pilote SMD version,Radiateur ESP-F.Cu.gbr,86.39 kB,233
ESP fil pilote SMD version,Radiateur ESP-F.Mask.gbr,49.18 kB,226
ESP fil pilote SMD version,Radiateur ESP-F.Paste.gbr,2.86 kB,236
ESP fil pilote SMD version,Radiateur ESP-F.SilkS.gbr,46.53 kB,228
ESP fil pilote SMD version,Radiateur ESP-NPTH.drl,203 B,221
ESP fil pilote SMD version,Radiateur ESP-PTH.drl,949 B,230
ESP fil pilote,Radiateur wemos-NPTH.drl,217 B,222
ESP fil pilote,Radiateur wemos-PTH.drl,1.13 kB,189
ESP fil pilote,Radiateur wemos-Edge.Cuts.gbr,748 B,181
ESP fil pilote,Radiateur wemos-F.Cu.gbr,15.4 kB,211
ESP fil pilote,Radiateur wemos-B.Mask.gbr,70.24 kB,185
ESP fil pilote,Radiateur wemos-F.Mask.gbr,71.46 kB,174
ESP fil pilote,Radiateur wemos-B.SilkS.gbr,17.3 kB,180
ESP fil pilote,Radiateur wemos-F.SilkS.gbr,43.02 kB,190
ESP fil pilote,Radiateur wemos-B.Paste.gbr,557 B,190
ESP fil pilote,Radiateur wemos-F.Paste.gbr,815 B,180
ESP fil pilote,Radiateur wemos-B.Cu.gbr,74.99 kB,195
ESP fil pilote,Radiateur wemos.pdf,30.07 kB,639
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-F_Mask.gbr,75.74 kB,168
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-F_Paste.gbr,90.22 kB,176
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-F_SilkS.gbr,38.46 kB,176
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-NPTH.drl,284 B,144
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-PTH.drl,1.36 kB,195
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-B_Cu.gbr,54.71 kB,177
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-B_Mask.gbr,51.1 kB,183
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-B_Paste.gbr,43.28 kB,155
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-B_SilkS.gbr,34.67 kB,163
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-Edge_Cuts.gbr,1.74 kB,196
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDin-F_Cu.gbr,102.17 kB,186
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-F_Mask.gbr,56.13 kB,169
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-F_Cu.gbr,128.14 kB,184
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-F_Paste.gbr,55.38 kB,162
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-F_SilkS.gbr,15.65 kB,172
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-NPTH.drl,284 B,176
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-PTH.drl,1.3 kB,182
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-B_Cu.gbr,70.64 kB,161
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-B_Mask.gbr,22.66 kB,160
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-B_Paste.gbr,21.91 kB,177
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-B_SilkS.gbr,15.99 kB,171
6 independant Pilot Wires in 2U din modue (6 fils pilote),KernadouDomoPiloteDinCPU-Edge_Cuts.gbr,964 B,183
M5 Stack servo,M5_PCA9685_v02_schematics.pdf,135.83 kB,165
M5 Stack servo,M5_PCA9685_v02-NPTH.txt,349 B,207
M5 Stack servo,M5_PCA9685_v02-cache.lib,12.04 kB,187
M5 Stack servo,M5_PCA9685_v02-rescue.lib,569 B,318
M5 Stack servo,M5_PCA9685_v02.gbl,88.37 kB,1455
M5 Stack servo,M5_PCA9685_v02.gbo,30.64 kB,1457
M5 Stack servo,M5_PCA9685_v02.gbs,4.44 kB,182
M5 Stack servo,M5_PCA9685_v02.gml,2.33 kB,164
M5 Stack servo,M5_PCA9685_v02.gtl,114.39 kB,218
M5 Stack servo,M5_PCA9685_v02.gto,95.01 kB,194
M5 Stack servo,M5_PCA9685_v02.gts,7.26 kB,182
M5 Stack servo,M5_PCA9685_v02.kicad_pcb,286.02 kB,1473
M5 Stack servo,M5_PCA9685_v02.net,26.82 kB,203
M5 Stack servo,M5_PCA9685_v02.pro,1.7 kB,175
M5 Stack servo,M5_PCA9685_v02.sch,926.27 kB,191
M5 Stack servo,M5_PCA9685_v02.txt,2.22 kB,198
M5 Stack servo,SERVO_8.3mm_0.7mm.stl,251.94 kB,176
mySensor 3*Relay Din Format,KernadouDomoRelay.sch,17.86 kB,278
mySensor 3*Relay Din Format,KernadouDomoRelayCPU.sch,13.55 kB,266
mySensor 3*Relay Din Format,KernadouDomoRelay-F_Paste.gbr,22.3 kB,211
mySensor 3*Relay Din Format,KernadouDomoRelay-F_Mask.gbr,49.59 kB,211
mySensor 3*Relay Din Format,KernadouDomoRelay-F_SilkS.gbr,26.16 kB,252
mySensor 3*Relay Din Format,KernadouDomoRelay-NPTH.drl,284 B,248
mySensor 3*Relay Din Format,KernadouDomoRelay-PTH.drl,1014 B,247
mySensor 3*Relay Din Format,KernadouDomoRelay-B_Cu.gbr,35.08 kB,202
mySensor 3*Relay Din Format,KernadouDomoRelay-B_Mask.gbr,50.98 kB,206
mySensor 3*Relay Din Format,KernadouDomoRelay-B_Paste.gbr,28.95 kB,224
mySensor 3*Relay Din Format,KernadouDomoRelay-B_SilkS.gbr,19.94 kB,206
mySensor 3*Relay Din Format,KernadouDomoRelay-Edge_Cuts.gbr,1.01 kB,224
mySensor 3*Relay Din Format,KernadouDomoRelay-F_Cu.gbr,29.94 kB,216
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-Edge_Cuts.gbr,960 B,209
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-F_Cu.gbr,119.52 kB,197
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-F_Mask.gbr,45.72 kB,199
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-F_SilkS.gbr,13.53 kB,213
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-F_Paste.gbr,44.94 kB,235
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-NPTH.drl,284 B,230
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-PTH.drl,1.25 kB,212
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-B_Cu.gbr,43.98 kB,200
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-B_Mask.gbr,1.28 kB,206
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-B_Paste.gbr,516 B,212
mySensor 3*Relay Din Format,KernadouDomoRelayCPU-B_SilkS.gbr,9.57 kB,222
Valden: Heat Pump Controller,Gerber_BottomSolderMaskLayer.GBS,14.39 kB,341
Valden: Heat Pump Controller,Gerber_BottomLayer.GBL,185.2 kB,373
Valden: Heat Pump Controller,Gerber_BoardOutline.GKO,4.08 kB,346
Valden: Heat Pump Controller,Gerber_BottomPasteMaskLayer.GBP,8.22 kB,313
Valden: Heat Pump Controller,Gerber_BottomSilkLayer.GBO,135.25 kB,328
Valden: Heat Pump Controller,Gerber_TopLayer.GTL,240.24 kB,322
Valden: Heat Pump Controller,Gerber_Drill_PTH.DRL,4.19 kB,338
Valden: Heat Pump Controller,Gerber_TopPasteMaskLayer.GTP,8.08 kB,380
Valden: Heat Pump Controller,Gerber_TopSilkLayer.GTO,322.47 kB,339
Valden: Heat Pump Controller,Gerber_TopSolderMaskLayer.GTS,17.06 kB,340
Valden: Heat Pump Controller,README_valden.txt,1.94 kB,342
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.DRL,2.38 kB,209
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.G1,24.14 kB,248
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.G2,25.81 kB,239
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GBL,23.57 kB,266
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GBO,284 B,265
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GBP,282 B,247
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GBS,931 B,252
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GKO,457 B,232
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GTL,65.15 kB,253
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GTO,792.3 kB,247
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GTP,11.29 kB,234
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.GTS,12.36 kB,234
ADP5054 Quad Buck Regulator For FPGA And Processor,FABRICATION_ADP5054_2021-08-29.TXT,2.61 kB,193
ADP5054 Quad Buck Regulator For FPGA And Processor,Status Report.Txt,409 B,215
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.DRL,2.6 kB,220
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.G1,10.92 kB,225
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.G2,10.36 kB,261
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GBL,12.39 kB,267
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GBO,284 B,241
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GBP,282 B,246
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GBS,1.38 kB,1554
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GKO,454 B,239
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GTL,31.26 kB,258
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GTO,521.13 kB,248
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GTP,7.95 kB,227
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.GTS,9.16 kB,229
0V85-30A Buck Converter for FPGA using TPS549D22,FABRICATION_TPS549D22_2021-08-28.TXT,2.84 kB,202
0V85-30A Buck Converter for FPGA using TPS549D22,Status Report.Txt,419 B,202
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27-RoundHoles.TXT,1.41 kB,282
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27-SlotHoles.TXT,195 B,248
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.DRL,1.37 kB,832
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GBL,101.84 kB,674
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GBO,284 B,321
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GBP,282 B,689
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GBS,4.26 kB,694
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GKO,422 B,680
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GTL,235.37 kB,826
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GTO,497.73 kB,733
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GTP,8.71 kB,720
Arduino Based Serial Controller For Welding Machine,FABRICATION_Welding Controller_2021-08-27.GTS,12.77 kB,806
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.DRL,194 B,222
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GBL,1.55 kB,246
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GBO,284 B,235
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GBP,282 B,242
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GBS,287 B,261
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GKO,424 B,215
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GTL,17.83 kB,218
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GTO,125.06 kB,235
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GTP,5.87 kB,247
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.GTS,6.03 kB,222
A Step-Down Switching Regulator Using MP1584,FABRICATION_MP1584EN DC-DC Power Module_2021-08-27.TXT,255 B,228
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.DRL,762 B,235
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GBL,32.31 kB,208
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GBO,284 B,272
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GBP,282 B,242
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GBS,2.43 kB,286
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GKO,679 B,253
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GTL,136.34 kB,235
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GTO,388.93 kB,267
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GTP,3.21 kB,282
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.GTS,5.53 kB,279
Tactile and Pushbutton Switches Module,FABRICATION_SwitchModule_2021-08-26.TXT,812 B,218
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.DRL,330 B,210
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GBL,5.73 kB,244
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GBO,284 B,211
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GBP,282 B,226
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GBS,2.33 kB,224
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GKO,662 B,221
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GTL,13.65 kB,222
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GTO,227.99 kB,234
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GTP,2.48 kB,232
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.GTS,4.53 kB,234
Detecting Mains Voltage Module,FABRICATION_Detecting Mains Voltage Module_2021-08-25.TXT,344 B,208
